"survey","hh_key","household_weight","region10","urban","hh_size","head_age","head_female","water_source_cat","cooking_fuel_cat","roof_material_cat","sleeping_rooms","floor_material_screen","floor_non_earth","members_total","female_members","children_under5","children_under15","adults_15plus","elders_65plus","has_electricity","toilet_type_screen","head_educ_cat","welfare","poverty_status","poverty_status_code","nhis_any_member_registered","nhis_any_missing","totexpeqsc_real","fdexpeqsc_real","nfexpeqsc_real","TOTHLTH","wealth_index","wealth_score"
"GLSS6","60736/09",487.512634277344,6,0,3,35,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",1,"cement_or_finished",1,3,0,0,2,1,0,0,"pit_or_kvip","basic_or_middle",2266.29370117188,"Non poor",2,0,0,6.20902395248413,4.25346279144287,1.95556116104126,87.5999984741211,NA,NA
"GLSS6","60240/14",570.474792480469,3,1,1,34,0,"packaged_water","gas_or_electricity","sheet_metal_asbestos_slate",2,"cement_or_finished",1,1,0,0,0,1,0,1,"flush_or_wc","higher",6791.2998046875,"Non poor",2,0,0,18.6063003540039,14.9199991226196,3.68630123138428,50,NA,NA
"GLSS6","60576/14",344.760314941406,5,0,2,41,0,"packaged_water","gas_or_electricity","sheet_metal_asbestos_slate",1,"cement_or_finished",1,2,1,0,0,2,0,1,"flush_or_wc","basic_or_middle",2039.83178710938,"Non poor",2,0,0,5.58858013153076,2.5011420249939,3.08743810653687,0,NA,NA
"GLSS6","60530/03",341.823486328125,5,0,4,40,0,"packaged_water","gas_or_electricity","sheet_metal_asbestos_slate",1,"cement_or_finished",1,4,1,0,2,2,0,1,"pit_or_kvip","basic_or_middle",2850.3505859375,"Non poor",2,1,0,7.80917930603027,4.2217755317688,3.58740377426147,79.1999969482422,NA,NA
"GLSS6","60635/14",788.029907226562,6,1,1,65,1,"public_or_neighbor_piped","charcoal","wood",1,"wood_brick_stone",1,1,1,0,0,1,1,1,"pit_or_kvip","none_or_primary",9157.833984375,"Non poor",2,1,0,25.0899543762207,16.4887828826904,8.60117149353027,7.30000019073486,NA,NA
"GLSS6","60607/09",463.149780273438,5,1,1,80,0,"borehole_tube_well","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,0,0,0,1,1,0,"pit_or_kvip","none_or_primary",1898.40478515625,"Non poor",2,0,0,5.20110893249512,3.41043615341187,1.79067277908325,7.30000019073486,NA,NA
"GLSS6","60957/10",259.689544677734,8,0,13,43,0,"surface_or_unprotected","wood","natural_thatch_bamboo",5,"cement_or_finished",1,13,4,3,7,6,0,1,"pit_or_kvip","none_or_primary",662.356323242188,"Very poor",0,1,0,1.81467485427856,1.5120040178299,0.302670836448669,26.2800006866455,NA,NA
"GLSS6","61043/06",205.885528564453,9,0,4,30,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",2,"cement_or_finished",1,4,3,1,2,2,0,1,"no_facility","secondary_or_vocational",2824.39501953125,"Non poor",2,1,0,7.73806810379028,4.67541265487671,3.06265544891357,0,NA,NA
"GLSS6","61061/12",115.896530151367,9,0,5,21,0,"borehole_tube_well","other_biomass_or_solid","sheet_metal_asbestos_slate",2,"cement_or_finished",1,5,3,1,3,2,0,0,"no_facility","basic_or_middle",2785.62646484375,"Non poor",2,0,0,7.63185358047485,3.47613406181335,4.15571975708008,544.5,NA,NA
"GLSS6","60457/04",240.425155639648,4,1,1,70,1,"public_or_neighbor_piped","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,1,0,0,1,1,1,"no_facility","none_or_primary",1607.85314941406,"Non poor",2,1,0,4.40507698059082,2.06778597831726,2.33729100227356,55.4799995422363,NA,NA
"GLSS6","60231/08",316.959045410156,2,0,5,31,0,"protected_well_spring","no_cooking","natural_thatch_bamboo",1,"earth_mud_dung",0,5,1,2,3,2,0,0,"pit_or_kvip","basic_or_middle",1860.53405761719,"Non poor",2,1,0,5.09735345840454,3.43375301361084,1.6636004447937,0,NA,NA
